Year,DeathRate,BirthRate,ImmigrationRate,EmigrationRate,PopulationNr,AverageAge,MaleRate,FemaleRate,GrowthRate,Age0_17,Age18_34,Age35_54,Age55_up
2015,0.00878,0.0109,0.138,0,821.752,37.5,0.494,0.506,0.0064,0.1786,0.3065,0.2862,0.2287
